Autor,Total_Publicacoes,Porcentagem_Publicacoes
ID_5871402136758674,55,0.012080000351418192
ID_8800482045346370,55,0.012080000351418192
ID_7038719270161251,55,0.012080000351418192
ID_4313266994385427,55,0.012080000351418192
ID_4204411370971869,54,0.011860363981392407
ID_5750110298304964,54,0.011860363981392407
ID_9542837933586912,54,0.011860363981392407
ID_3991335284097878,53,0.011640727611366622
ID_8472308116821427,53,0.011640727611366622
ID_1644854912506311,52,0.011421091241340836
ID_8735458741337698,52,0.011421091241340836
ID_2501991149911808,52,0.011421091241340836
ID_0447358942103110,52,0.011421091241340836
ID_3064071594531422,52,0.011421091241340836
ID_5073614861573842,51,0.011201454871315051
ID_3267843405581248,51,0.011201454871315051
ID_2426330204919814,51,0.011201454871315051
ID_7087770133288924,50,0.010981818501289266
ID_9274817658247444,50,0.010981818501289266
ID_9242177701163550,50,0.010981818501289266
ID_5885575084085406,50,0.010981818501289266
ID_0516941410000104,50,0.010981818501289266
ID_7471111924336519,49,0.01076218213126348
ID_0422652925722673,48,0.010542545761237695
ID_1834035455867904,48,0.010542545761237695
ID_4735402469304632,47,0.01032290939121191
ID_2662364620923506,47,0.01032290939121191
ID_1142440384333196,47,0.01032290939121191
ID_3746397954560718,47,0.01032290939121191
ID_0577007377836185,47,0.01032290939121191
ID_1479038203388369,46,0.010103273021186123
ID_4234180673609380,46,0.010103273021186123
ID_3061734732654188,46,0.010103273021186123
ID_3667257393072255,46,0.010103273021186123
ID_6822739927690907,46,0.010103273021186123
ID_0830926768091773,45,0.009883636651160339
ID_3714905065293466,45,0.009883636651160339
ID_8274579818841840,45,0.009883636651160339
ID_7340569532034401,45,0.009883636651160339
ID_0306964533388350,45,0.009883636651160339
ID_7272998564858059,44,0.009664000281134554
ID_3413049864861519,44,0.009664000281134554
ID_7783163368484914,43,0.009444363911108769
ID_1661480072159875,42,0.009224727541082983
ID_0107663107513303,42,0.009224727541082983
ID_1425457857618919,42,0.009224727541082983
ID_2401311988343812,42,0.009224727541082983
ID_2127102036483236,41,0.009005091171057198
ID_7489482613903725,41,0.009005091171057198
ID_4924315260445096,40,0.008785454801031413
ID_1349279406406034,40,0.008785454801031413
ID_7269889225548975,40,0.008785454801031413
ID_3090998656907702,40,0.008785454801031413
ID_3849610589103935,39,0.008565818431005626
ID_8821536792042504,39,0.008565818431005626
ID_7026313596468626,38,0.008346182060979842
ID_3258168964977007,38,0.008346182060979842
ID_1666847480524681,37,0.008126545690954057
ID_4413209638256157,37,0.008126545690954057
ID_8201805132981288,37,0.008126545690954057
ID_7669967284860729,36,0.007906909320928272
ID_4836603877351111,35,0.007687272950902485
ID_4821257969996926,35,0.007687272950902485
ID_8884890472193474,35,0.007687272950902485
ID_3243382843704500,35,0.007687272950902485
ID_6341248082936350,34,0.007467636580876701
ID_1872968283445344,34,0.007467636580876701
ID_3713459809920718,34,0.007467636580876701
ID_0947912377089491,32,0.00702836384082513
ID_8906707362461289,32,0.00702836384082513
ID_1988378870316115,31,0.0068087274707993445
ID_0059762188104357,31,0.0068087274707993445
ID_6004516715704075,31,0.0068087274707993445
ID_1741102469161036,31,0.0068087274707993445
ID_3417554957573089,30,0.00658909110077356
ID_1509294900960066,30,0.00658909110077356
ID_8492267499258500,30,0.00658909110077356
ID_3740757562716147,29,0.006369454730747774
ID_4656875806985353,29,0.006369454730747774
ID_2327252294819099,28,0.006149818360721988
ID_1571839544168040,28,0.006149818360721988
ID_6384773144352915,28,0.006149818360721988
ID_6513224203040781,28,0.006149818360721988
ID_7741121296126010,26,0.005710545620670418
ID_1836274062343953,26,0.005710545620670418
ID_1930698807457777,26,0.005710545620670418
ID_5577871519448957,25,0.005490909250644633
ID_4165114386602896,25,0.005490909250644633
ID_5111918415828587,25,0.005490909250644633
ID_4830050448543240,24,0.005271272880618847
ID_7431674954926317,24,0.005271272880618847
ID_4961446471613279,23,0.005051636510593062
ID_8705409187799501,21,0.004612363770541491
ID_7027246712839262,20,0.0043927274005157065
ID_5381937275780405,19,0.004173091030489921
ID_3155603065610018,17,0.0037338182904383503
ID_7730378702136765,17,0.0037338182904383503
ID_9194357390613404,16,0.003514181920412565
ID_1009007373940269,15,0.00329454555038678
ID_4678263012118887,15,0.00329454555038678
ID_3341755886753117,14,0.003074909180360994
ID_3211921786987598,13,0.002855272810335209
ID_3770706279979377,11,0.0024160000702836385
ID_0271756813168869,10,0.0021963637002578532
ID_6349130857434487,10,0.0021963637002578532
